num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,booking_timing,total_addons,flight_time_category,is_long_flight,lead_x_duration
1,Internet,round_trip,26,23,12,Thu,MELRGN,Australia,1,0,0,8.83,0,medium,1,afternoon,1,229.58
4,Internet,round_trip,9,37,5,Sun,MELRGN,Australia,1,0,0,8.83,0,medium,1,morning,1,79.47
1,Internet,round_trip,7,29,5,Sat,MELRGN,Australia,1,0,0,8.83,0,medium,1,morning,1,61.81
2,Internet,round_trip,34,45,6,Fri,MELRGN,Australia,1,1,1,8.83,0,early,3,morning,1,300.22
1,Internet,round_trip,90,20,5,Sun,MELRGN,Myanmar (Burma),0,0,0,8.83,1,early,0,morning,1,794.7
1,Internet,round_trip,131,53,12,Sat,MELRGN,Australia,0,0,0,8.83,0,early,0,afternoon,1,1156.73
2,Internet,round_trip,413,17,12,Tue,MELRGN,Australia,0,0,1,8.83,0,early,1,afternoon,1,3646.79
2,Internet,round_trip,77,20,15,Fri,MELRGN,Australia,1,1,1,8.83,0,early,3,afternoon,1,679.91
1,Mobile,round_trip,18,28,0,Sat,MELRGN,Australia,0,0,0,8.83,0,medium,0,midnight,1,158.94
2,Internet,round_trip,144,93,8,Fri,MELRGN,Australia,1,0,0,8.83,0,early,1,morning,1,1271.52
2,Internet,round_trip,64,24,11,Wed,MELRGN,Australia,1,1,1,8.83,0,early,3,morning,1,565.12
1,Internet,round_trip,81,30,5,Tue,MELRGN,Australia,1,0,0,8.83,0,early,1,morning,1,715.23
1,Internet,round_trip,208,18,11,Mon,MELRGN,Australia,1,0,0,8.83,0,early,1,morning,1,1836.64
1,Internet,round_trip,83,31,12,Thu,MELRGN,Australia,1,0,1,8.83,0,early,2,afternoon,1,732.89
1,Internet,round_trip,24,29,12,Fri,MELRGN,Australia,1,0,1,8.83,0,medium,2,afternoon,1,211.92000000000002
1,Internet,round_trip,51,32,5,Wed,MELRGN,Australia,1,0,0,8.83,0,early,1,morning,1,450.33
5,Internet,round_trip,131,37,6,Wed,MELRGN,Australia,1,0,0,8.83,0,early,1,morning,1,1156.73
2,Internet,round_trip,50,86,13,Mon,MELRGN,Myanmar (Burma),1,0,0,8.83,1,early,1,afternoon,1,441.5
2,Internet,round_trip,62,21,3,Tue,MELRGN,Australia,0,0,0,8.83,0,early,0,midnight,1,547.46
2,Mobile,round_trip,18,18,6,Tue,MELRGN,Australia,1,1,1,8.83,0,medium,3,morning,1,158.94
2,Internet,round_trip,66,22,10,Tue,MELRGN,Australia,1,0,1,8.83,0,early,2,morning,1,582.78
4,Internet,round_trip,185,20,4,Sat,MELRGN,Myanmar (Burma),1,1,0,8.83,1,early,2,midnight,1,1633.55
4,Internet,round_trip,2,51,7,Sun,MELRGN,Australia,1,0,1,8.83,0,late,2,morning,1,17.66
1,Internet,round_trip,111,117,10,Wed,MELRGN,Hong Kong,0,0,0,8.83,0,early,0,morning,1,980.13
2,Internet,round_trip,10,17,3,Mon,MELRGN,Myanmar (Burma),1,1,1,8.83,0,medium,3,midnight,1,88.3
1,Internet,round_trip,193,28,9,Mon,MELRGN,Australia,1,1,1,8.83,0,early,3,morning,1,1704.19
1,Internet,round_trip,76,17,2,Fri,MELRGN,Australia,1,1,1,8.83,0,early,3,midnight,1,671.08
1,Internet,round_trip,154,62,0,Sat,MELRGN,Australia,1,0,0,8.83,0,early,1,midnight,1,1359.82
1,Internet,round_trip,221,27,10,Sat,MELRGN,Australia,1,1,1,8.83,0,early,3,morning,1,1951.43
1,Internet,round_trip,34,21,23,Sun,MELRGN,Australia,1,1,1,8.83,0,early,3,evening,1,300.22
1,Internet,round_trip,115,137,12,Fri,MELRGN,Indonesia,1,0,0,8.83,1,early,1,afternoon,1,1015.45
1,Internet,round_trip,228,41,4,Sat,MELRGN,Australia,0,0,0,8.83,0,early,0,midnight,1,2013.24
1,Internet,round_trip,19,18,2,Tue,MELRGN,Australia,0,0,1,8.83,0,medium,1,midnight,1,167.77
1,Mobile,round_trip,18,18,20,Wed,MELRGN,Australia,0,0,1,8.83,0,medium,1,evening,1,158.94
1,Internet,round_trip,30,26,2,Tue,MELRGN,Australia,0,0,0,8.83,0,medium,0,midnight,1,264.9
2,Internet,round_trip,5,90,23,Fri,MELRGN,Australia,1,1,1,8.83,0,late,3,evening,1,44.15
2,Internet,round_trip,152,21,4,Sun,MELRGN,Australia,1,1,1,8.83,0,early,3,midnight,1,1342.16
1,Internet,round_trip,21,80,4,Wed,MELSBW,Australia,1,1,1,8.83,0,medium,3,midnight,1,185.43
1,Internet,round_trip,243,19,6,Sat,MELSBW,Australia,1,1,0,8.83,1,early,2,morning,1,2145.69
1,Internet,round_trip,11,19,7,Fri,MELSBW,Australia,1,1,1,8.83,0,medium,3,morning,1,97.13
1,Internet,round_trip,38,28,1,Tue,MELSBW,Australia,1,0,0,8.83,0,early,1,midnight,1,335.54
1,Internet,round_trip,51,21,7,Wed,MELSBW,Malaysia,1,0,1,8.83,0,early,2,morning,1,450.33
1,Internet,round_trip,34,20,16,Sun,MELSBW,Malaysia,1,0,0,8.83,0,early,1,afternoon,1,300.22
2,Internet,round_trip,314,18,5,Mon,MELSBW,Australia,1,1,0,8.83,0,early,2,morning,1,2772.62
1,Internet,round_trip,22,28,11,Sat,MELSBW,Australia,1,0,1,8.83,0,medium,2,morning,1,194.26
1,Internet,round_trip,39,70,12,Wed,MELSBW,Malaysia,1,1,0,8.83,0,early,2,afternoon,1,344.37
2,Mobile,round_trip,30,30,0,Fri,MELSBW,Australia,1,1,1,8.83,0,medium,3,midnight,1,264.9
1,Internet,round_trip,196,19,12,Fri,MELSBW,Australia,1,0,1,8.83,0,early,2,afternoon,1,1730.68
2,Internet,round_trip,260,26,8,Thu,MELSBW,Malaysia,1,0,1,8.83,1,early,2,morning,1,2295.8
1,Internet,round_trip,7,91,3,Tue,MELSBW,Australia,1,1,1,8.83,1,medium,3,midnight,1,61.81
1,Internet,round_trip,7,18,13,Wed,MELSBW,Malaysia,1,1,1,8.83,0,medium,3,afternoon,1,61.81
1,Internet,round_trip,315,18,14,Wed,MELSBW,Malaysia,1,1,0,8.83,0,early,2,afternoon,1,2781.45
1,Internet,round_trip,142,18,9,Fri,MELSBW,Malaysia,1,0,0,8.83,0,early,1,morning,1,1253.86
1,Internet,round_trip,168,18,16,Thu,MELSBW,Malaysia,0,0,0,8.83,0,early,0,afternoon,1,1483.44
1,Internet,round_trip,48,27,8,Tue,MELSBW,Malaysia,1,0,0,8.83,0,early,1,morning,1,423.84000000000003
2,Mobile,round_trip,50,21,2,Fri,MELSBW,Indonesia,1,1,1,8.83,0,early,3,midnight,1,441.5
2,Internet,round_trip,113,85,14,Sun,MELSBW,Malaysia,1,0,1,8.83,0,early,2,afternoon,1,997.79
1,Internet,round_trip,88,38,20,Wed,MELSBW,Macau,1,1,0,8.83,0,early,2,evening,1,777.04
1,Internet,round_trip,51,21,7,Thu,MELSBW,Australia,1,0,0,8.83,0,early,1,morning,1,450.33
1,Internet,round_trip,49,26,14,Tue,MELSBW,Malaysia,1,0,0,8.83,0,early,1,afternoon,1,432.67
1,Internet,round_trip,5,22,16,Sun,MELSBW,Malaysia,1,0,0,8.83,0,late,1,afternoon,1,44.15
2,Internet,round_trip,6,1,10,Tue,MELSBW,Malaysia,0,0,0,8.83,0,late,0,morning,1,52.980000000000004
1,Internet,round_trip,206,18,9,Thu,MELSBW,Australia,1,1,1,8.83,0,early,3,morning,1,1818.98
1,Internet,round_trip,369,46,1,Fri,MELSBW,Malaysia,0,0,0,8.83,1,early,0,midnight,1,3258.27
1,Internet,round_trip,94,88,4,Tue,MELSBW,Malaysia,1,0,1,8.83,0,early,2,midnight,1,830.02
2,Internet,round_trip,153,41,2,Tue,MELSBW,Vietnam,1,1,1,8.83,0,early,3,midnight,1,1350.99
1,Internet,round_trip,29,19,12,Wed,MELSBW,Australia,1,1,1,8.83,0,medium,3,afternoon,1,256.07
1,Mobile,round_trip,82,35,12,Sun,MELSBW,Australia,1,0,0,8.83,0,early,1,afternoon,1,724.0600000000001
1,Internet,round_trip,277,74,4,Thu,MELSBW,Malaysia,0,0,0,8.83,1,early,0,midnight,1,2445.91
1,Internet,round_trip,175,17,13,Thu,MELSBW,Malaysia,1,0,1,8.83,1,early,2,afternoon,1,1545.25
1,Internet,round_trip,30,82,5,Wed,MELSBW,Malaysia,1,0,0,8.83,0,medium,1,morning,1,264.9
1,Internet,round_trip,3,56,3,Sat,MELSBW,Malaysia,1,0,0,8.83,0,late,1,midnight,1,26.490000000000002
2,Internet,round_trip,288,35,12,Wed,MELSBW,Australia,1,1,1,8.83,0,early,3,afternoon,1,2543.04
1,Internet,round_trip,41,37,12,Tue,MELSBW,Australia,1,0,0,8.83,0,early,1,afternoon,1,362.03000000000003
1,Internet,round_trip,106,92,10,Tue,MELSBW,Australia,1,1,1,8.83,0,early,3,morning,1,935.98
2,Internet,round_trip,174,28,0,Mon,MELSBW,Australia,1,1,1,8.83,0,early,3,midnight,1,1536.42
2,Internet,round_trip,122,28,13,Wed,MELSBW,Malaysia,1,0,1,8.83,0,early,2,afternoon,1,1077.26
1,Internet,round_trip,56,27,6,Fri,MELSBW,Australia,1,1,1,8.83,1,early,3,morning,1,494.48
1,Internet,round_trip,89,22,6,Thu,MELSBW,Malaysia,1,0,0,8.83,0,early,1,morning,1,785.87
1,Internet,round_trip,153,33,7,Sun,MELSBW,Australia,1,0,1,8.83,0,early,2,morning,1,1350.99
1,Mobile,round_trip,248,22,12,Fri,MELSBW,Australia,1,0,1,8.83,0,early,2,afternoon,1,2189.84
2,Internet,round_trip,131,17,1,Sat,MELSBW,Malaysia,1,1,0,8.83,0,early,2,midnight,1,1156.73
1,Mobile,round_trip,63,20,12,Mon,MELSBW,Malaysia,1,1,1,8.83,0,early,3,afternoon,1,556.29
1,Internet,round_trip,88,91,11,Sat,MELSBW,Australia,0,0,0,8.83,0,early,0,morning,1,777.04
1,Internet,round_trip,106,22,13,Fri,MELSBW,Australia,0,1,0,8.83,0,early,1,afternoon,1,935.98
3,Internet,round_trip,227,20,4,Mon,MELSBW,Malaysia,0,0,0,8.83,0,early,0,midnight,1,2004.41
1,Internet,round_trip,227,30,2,Fri,MELSBW,Australia,1,0,1,8.83,0,early,2,midnight,1,2004.41
1,Internet,round_trip,263,18,4,Mon,MELSBW,Malaysia,1,0,0,8.83,1,early,1,midnight,1,2322.29
1,Internet,round_trip,188,24,4,Sun,MELSBW,Malaysia,0,0,0,8.83,0,early,0,midnight,1,1660.04
1,Internet,round_trip,125,62,15,Tue,MELSBW,Australia,1,0,0,8.83,0,early,1,afternoon,1,1103.75
1,Mobile,round_trip,6,17,3,Mon,MELSBW,Australia,0,1,0,8.83,1,late,1,midnight,1,52.980000000000004
2,Internet,round_trip,77,81,6,Thu,MELSBW,Malaysia,1,0,0,8.83,0,early,1,morning,1,679.91
1,Mobile,round_trip,312,178,2,Thu,MELSBW,Thailand,0,1,1,8.83,0,early,2,midnight,1,2754.96
2,Mobile,round_trip,98,40,2,Thu,MELSBW,Malaysia,1,1,1,8.83,0,early,3,midnight,1,865.34
1,Internet,round_trip,60,22,11,Wed,MELSBW,Australia,1,1,1,8.83,0,early,3,morning,1,529.8
1,Internet,round_trip,14,90,5,Tue,MELSBW,Malaysia,1,1,0,8.83,0,medium,2,morning,1,123.62
1,Internet,round_trip,283,61,0,Thu,MELSBW,Malaysia,0,0,0,8.83,0,early,0,midnight,1,2498.89
1,Internet,round_trip,187,20,13,Mon,MELSBW,Australia,1,0,1,8.83,0,early,2,afternoon,1,1651.21
1,Internet,round_trip,48,33,4,Fri,MELSBW,Malaysia,1,0,0,8.83,0,early,1,midnight,1,423.84000000000003
1,Internet,round_trip,227,28,11,Sun,MELSBW,Australia,1,0,0,8.83,0,early,1,morning,1,2004.41
1,Internet,round_trip,13,169,2,Tue,MELSBW,Malaysia,1,1,1,8.83,0,medium,3,midnight,1,114.79
1,Internet,round_trip,227,20,12,Thu,MELSBW,Australia,1,0,0,8.83,0,early,1,afternoon,1,2004.41
1,Internet,round_trip,324,91,7,Mon,MELSBW,Australia,1,0,1,8.83,0,early,2,morning,1,2860.92
2,Internet,round_trip,80,24,4,Fri,MELSBW,Australia,1,1,1,8.83,0,early,3,midnight,1,706.4
1,Internet,round_trip,29,26,3,Wed,MELSBW,Australia,0,0,1,8.83,0,medium,1,midnight,1,256.07
2,Internet,round_trip,97,91,2,Tue,MELSBW,Australia,1,0,1,8.83,0,early,2,midnight,1,856.51
1,Internet,round_trip,225,32,11,Mon,MELSBW,Australia,1,0,1,8.83,0,early,2,morning,1,1986.75
1,Internet,round_trip,46,21,8,Mon,MELSBW,Malaysia,1,1,1,8.83,0,early,3,morning,1,406.18
1,Internet,round_trip,308,22,23,Fri,MELSBW,Australia,1,1,0,8.83,0,early,2,evening,1,2719.64
1,Internet,round_trip,80,22,12,Tue,MELSBW,Australia,1,0,0,8.83,0,early,1,afternoon,1,706.4
1,Internet,round_trip,271,38,13,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,afternoon,1,2392.93
1,Internet,round_trip,19,35,4,Fri,MELSGN,Australia,1,0,1,8.83,0,medium,2,midnight,1,167.77
2,Internet,round_trip,175,31,23,Mon,MELSGN,Australia,1,0,1,8.83,0,early,2,evening,1,1545.25
2,Internet,round_trip,0,20,10,Mon,MELSGN,Australia,1,0,1,8.83,0,late,2,morning,1,0.0
1,Internet,round_trip,32,187,11,Tue,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,282.56
1,Internet,round_trip,59,61,9,Tue,MELSGN,Australia,1,1,1,8.83,1,early,3,morning,1,520.97
1,Internet,round_trip,12,21,1,Thu,MELSGN,Australia,1,0,1,8.83,0,medium,2,midnight,1,105.96000000000001
1,Internet,round_trip,8,27,8,Tue,MELSGN,Australia,1,0,1,8.83,0,medium,2,morning,1,70.64
2,Internet,round_trip,3,59,2,Fri,MELSGN,Australia,1,0,1,8.83,0,late,2,midnight,1,26.490000000000002
1,Internet,round_trip,31,22,6,Wed,MELSGN,Australia,0,0,0,8.83,0,early,0,morning,1,273.73
1,Internet,round_trip,1,60,8,Sat,MELSGN,Vietnam,1,1,0,8.83,1,late,2,morning,1,8.83
3,Internet,round_trip,146,31,10,Fri,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,1289.18
2,Internet,round_trip,22,18,4,Sat,MELSGN,Australia,1,0,0,8.83,0,medium,1,midnight,1,194.26
1,Internet,round_trip,46,32,0,Wed,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,406.18
1,Internet,round_trip,10,34,13,Sat,MELSGN,Australia,1,1,1,8.83,0,medium,3,afternoon,1,88.3
1,Internet,round_trip,7,29,11,Fri,MELSGN,Australia,1,0,0,8.83,0,medium,1,morning,1,61.81
2,Internet,round_trip,27,19,4,Tue,MELSGN,Australia,1,0,0,8.83,0,medium,1,midnight,1,238.41
1,Internet,round_trip,77,38,0,Fri,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,679.91
1,Internet,round_trip,29,24,14,Thu,MELSGN,Australia,1,1,1,8.83,0,medium,3,afternoon,1,256.07
1,Internet,round_trip,65,27,9,Sat,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,573.95
1,Internet,round_trip,324,50,12,Sun,MELSGN,Australia,0,1,1,8.83,0,early,2,afternoon,1,2860.92
4,Internet,round_trip,10,18,2,Thu,MELSGN,Australia,1,0,0,8.83,0,medium,1,midnight,1,88.3
4,Internet,round_trip,42,30,8,Wed,MELSGN,Australia,0,0,0,8.83,0,early,0,morning,1,370.86
1,Internet,round_trip,19,23,5,Sat,MELSGN,Australia,1,1,0,8.83,0,medium,2,morning,1,167.77
2,Internet,round_trip,80,28,9,Fri,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,706.4
1,Internet,round_trip,16,21,13,Wed,MELSGN,Australia,1,0,0,8.83,0,medium,1,afternoon,1,141.28
2,Internet,round_trip,54,28,3,Fri,MELSGN,Australia,1,1,1,8.83,0,early,3,midnight,1,476.82
1,Internet,round_trip,103,18,6,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,909.49
1,Internet,round_trip,31,18,11,Sat,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,273.73
1,Internet,round_trip,130,22,13,Sat,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,1147.9
1,Internet,round_trip,4,24,16,Mon,MELSGN,Australia,1,1,1,8.83,0,late,3,afternoon,1,35.32
1,Internet,round_trip,73,21,23,Fri,MELSGN,Australia,1,1,1,8.83,0,early,3,evening,1,644.59
1,Internet,round_trip,5,30,13,Mon,MELSGN,Australia,1,0,1,8.83,0,late,2,afternoon,1,44.15
2,Internet,round_trip,272,21,8,Sun,MELSGN,Australia,0,1,0,8.83,0,early,1,morning,1,2401.76
1,Internet,round_trip,318,20,16,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,afternoon,1,2807.94
1,Internet,round_trip,63,25,22,Sun,MELSGN,Australia,1,0,0,8.83,0,early,1,evening,1,556.29
2,Internet,round_trip,15,23,9,Thu,MELSGN,Australia,0,0,0,8.83,0,medium,0,morning,1,132.45
1,Internet,round_trip,47,18,7,Fri,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,415.01
1,Internet,round_trip,59,92,11,Sat,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,520.97
2,Internet,round_trip,157,39,5,Mon,MELSGN,Vietnam,1,0,0,8.83,0,early,1,morning,1,1386.31
1,Internet,round_trip,146,35,4,Wed,MELSGN,Australia,1,0,0,8.83,0,early,1,midnight,1,1289.18
1,Internet,round_trip,32,36,7,Fri,MELSGN,Vietnam,1,0,1,8.83,0,early,2,morning,1,282.56
1,Internet,round_trip,87,19,10,Tue,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,768.21
2,Internet,round_trip,51,27,10,Tue,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,450.33
1,Internet,round_trip,36,20,0,Sun,MELSGN,Australia,0,0,0,8.83,0,early,0,midnight,1,317.88
1,Internet,round_trip,9,61,11,Sun,MELSGN,Australia,1,1,1,8.83,0,medium,3,morning,1,79.47
2,Internet,round_trip,83,35,13,Wed,MELSGN,Australia,0,0,1,8.83,0,early,1,afternoon,1,732.89
1,Internet,round_trip,6,18,1,Fri,MELSGN,Australia,1,1,1,8.83,0,late,3,midnight,1,52.980000000000004
2,Internet,round_trip,206,31,0,Mon,MELSGN,Australia,1,0,0,8.83,0,early,1,midnight,1,1818.98
1,Internet,round_trip,1,22,4,Thu,MELSGN,Australia,1,1,1,8.83,0,late,3,midnight,1,8.83
1,Internet,round_trip,10,86,8,Mon,MELSGN,Vietnam,1,0,1,8.83,1,medium,2,morning,1,88.3
3,Internet,round_trip,230,21,21,Wed,MELSGN,Australia,0,0,0,8.83,0,early,0,evening,1,2030.9
1,Internet,round_trip,83,478,2,Mon,MELSGN,Australia,0,0,0,8.83,0,early,0,midnight,1,732.89
1,Internet,round_trip,99,17,11,Fri,MELSGN,Australia,0,1,1,8.83,0,early,2,morning,1,874.17
1,Internet,round_trip,128,30,7,Wed,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,1130.24
1,Internet,round_trip,165,47,1,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,1456.95
1,Internet,round_trip,47,38,15,Wed,MELSGN,Australia,1,1,1,8.83,0,early,3,afternoon,1,415.01
2,Internet,round_trip,40,27,11,Wed,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,353.2
1,Internet,round_trip,34,19,13,Sat,MELSGN,Australia,0,0,1,8.83,0,early,1,afternoon,1,300.22
2,Internet,round_trip,97,20,13,Wed,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,856.51
1,Internet,round_trip,94,22,13,Sun,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,830.02
1,Internet,round_trip,52,18,7,Tue,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,459.16
1,Internet,round_trip,147,35,5,Sat,MELSGN,Australia,0,0,0,8.83,0,early,0,morning,1,1298.01
1,Internet,round_trip,55,29,4,Tue,MELSGN,Australia,1,0,0,8.83,0,early,1,midnight,1,485.65
4,Internet,round_trip,82,20,10,Thu,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,724.0600000000001
1,Internet,round_trip,69,23,0,Wed,MELSGN,Portugal,0,0,0,8.83,0,early,0,midnight,1,609.27
1,Internet,round_trip,32,51,14,Sat,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,282.56
1,Mobile,round_trip,48,23,2,Thu,MELSGN,Australia,1,1,1,8.83,0,early,3,midnight,1,423.84000000000003
1,Internet,round_trip,14,75,10,Sat,MELSGN,Australia,1,1,0,8.83,0,medium,2,morning,1,123.62
2,Internet,round_trip,265,85,18,Sat,MELSGN,Australia,1,0,1,8.83,0,early,2,evening,1,2339.95
1,Internet,round_trip,4,23,11,Wed,MELSGN,Australia,1,0,0,8.83,0,late,1,morning,1,35.32
1,Internet,round_trip,90,19,11,Sun,MELSGN,Australia,0,1,1,8.83,0,early,2,morning,1,794.7
1,Internet,round_trip,60,23,2,Thu,MELSGN,Australia,0,1,1,8.83,0,early,2,midnight,1,529.8
5,Internet,round_trip,250,22,9,Fri,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,2207.5
1,Internet,round_trip,6,22,10,Wed,MELSGN,Australia,1,0,0,8.83,0,late,1,morning,1,52.980000000000004
1,Internet,round_trip,40,21,5,Wed,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,353.2
1,Internet,round_trip,181,86,8,Wed,MELSGN,Vietnam,0,0,0,8.83,0,early,0,morning,1,1598.23
1,Internet,round_trip,37,31,7,Fri,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,326.71
3,Internet,round_trip,124,24,4,Wed,MELSGN,Australia,1,1,1,8.83,0,early,3,midnight,1,1094.92
3,Internet,round_trip,125,32,8,Fri,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,1103.75
1,Internet,round_trip,59,90,14,Sun,MELSGN,Vietnam,1,0,0,8.83,0,early,1,afternoon,1,520.97
1,Internet,round_trip,75,38,1,Sun,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,662.25
1,Internet,round_trip,26,20,11,Sun,MELSGN,Australia,1,1,1,8.83,0,medium,3,morning,1,229.58
1,Internet,round_trip,149,18,10,Wed,MELSGN,Vietnam,1,1,1,8.83,1,early,3,morning,1,1315.67
1,Internet,round_trip,41,23,7,Thu,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,362.03000000000003
1,Internet,round_trip,104,52,3,Mon,MELSGN,New Zealand,1,1,1,8.83,0,early,3,midnight,1,918.32
3,Internet,round_trip,282,36,3,Mon,MELSGN,Australia,1,1,1,8.83,0,early,3,midnight,1,2490.06
1,Internet,round_trip,76,132,10,Sat,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,671.08
1,Internet,round_trip,54,65,0,Mon,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,476.82
1,Internet,round_trip,82,18,2,Mon,MELSGN,United States,1,0,0,8.83,0,early,1,midnight,1,724.0600000000001
2,Internet,round_trip,51,27,4,Mon,MELSGN,Australia,0,0,0,8.83,0,early,0,midnight,1,450.33
3,Internet,round_trip,171,17,14,Thu,MELSGN,Australia,1,1,1,8.83,0,early,3,afternoon,1,1509.93
1,Internet,round_trip,34,24,7,Fri,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,300.22
1,Internet,round_trip,43,89,6,Sat,MELSGN,Vietnam,1,1,0,8.83,0,early,2,morning,1,379.69
2,Internet,round_trip,155,37,9,Wed,MELSGN,Australia,1,1,0,8.83,0,early,2,morning,1,1368.65
2,Internet,round_trip,43,25,5,Sun,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,379.69
2,Internet,round_trip,88,17,0,Fri,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,777.04
1,Internet,round_trip,139,38,12,Tue,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,1227.3700000000001
1,Internet,round_trip,83,34,5,Tue,MELSGN,India,1,0,0,8.83,0,early,1,morning,1,732.89
1,Internet,round_trip,238,29,2,Sat,MELSGN,Australia,1,0,0,8.83,0,early,1,midnight,1,2101.54
2,Internet,round_trip,61,21,5,Mon,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,538.63
2,Internet,round_trip,16,58,4,Mon,MELSGN,Vietnam,1,0,0,8.83,0,medium,1,midnight,1,141.28
2,Internet,round_trip,190,24,22,Sun,MELSGN,Australia,1,0,1,8.83,0,early,2,evening,1,1677.7
1,Internet,round_trip,270,19,6,Mon,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,2384.1
2,Internet,round_trip,60,18,9,Fri,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,529.8
2,Internet,round_trip,31,17,10,Wed,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,273.73
4,Internet,round_trip,102,17,23,Wed,MELSGN,Australia,1,0,0,8.83,0,early,1,evening,1,900.66
1,Internet,round_trip,52,22,4,Tue,MELSGN,Australia,0,0,0,8.83,0,early,0,midnight,1,459.16
2,Internet,round_trip,230,34,21,Tue,MELSGN,Canada,0,0,0,8.83,0,early,0,evening,1,2030.9
4,Internet,round_trip,263,23,10,Mon,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,2322.29
1,Internet,round_trip,51,29,12,Mon,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,450.33
2,Internet,round_trip,85,19,11,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,750.55
2,Internet,round_trip,252,22,4,Thu,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,2225.16
2,Internet,round_trip,190,45,10,Sun,MELSGN,Australia,1,1,0,8.83,0,early,2,morning,1,1677.7
1,Internet,round_trip,41,60,4,Mon,MELSGN,Vietnam,1,0,1,8.83,0,early,2,midnight,1,362.03000000000003
2,Internet,round_trip,239,27,12,Thu,MELSGN,Australia,1,0,0,8.83,0,early,1,afternoon,1,2110.37
2,Internet,round_trip,331,18,7,Mon,MELSGN,Australia,1,1,1,8.83,0,early,3,morning,1,2922.73
1,Internet,round_trip,59,24,8,Sun,MELSGN,Australia,1,0,1,8.83,0,early,2,morning,1,520.97
1,Internet,round_trip,30,42,1,Mon,MELSGN,Australia,1,1,1,8.83,0,medium,3,midnight,1,264.9
2,Internet,round_trip,82,29,3,Sun,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,724.0600000000001
1,Internet,round_trip,83,19,8,Sun,MELSGN,Australia,1,1,1,8.83,1,early,3,morning,1,732.89
2,Internet,round_trip,12,1,9,Sat,MELSGN,Australia,1,0,0,8.83,0,medium,1,morning,1,105.96000000000001
1,Internet,round_trip,17,18,5,Wed,MELSGN,Vietnam,1,0,1,8.83,0,medium,2,morning,1,150.11
1,Internet,round_trip,68,18,21,Tue,MELSGN,Australia,1,0,1,8.83,0,early,2,evening,1,600.44
1,Internet,round_trip,42,19,1,Mon,MELSGN,Australia,1,0,0,8.83,0,early,1,midnight,1,370.86
1,Internet,round_trip,205,23,8,Thu,MELSGN,Australia,1,0,0,8.83,0,early,1,morning,1,1810.15
1,Internet,round_trip,17,29,8,Tue,MELSGN,Vietnam,1,0,0,8.83,0,medium,1,morning,1,150.11
1,Internet,round_trip,71,17,3,Sun,MELSGN,Australia,1,0,1,8.83,0,early,2,midnight,1,626.93
